,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,present_prize
1986,Tata,2010,200000,50000,Petrol,Individual,Manual,First Owner,240000
1987,Hyundai,2018,800000,52000,Diesel,Individual,Manual,First Owner,1188052
1988,Tata,2017,1200000,50000,Diesel,Individual,Automatic,First Owner,1824278
1989,Toyota,2008,400000,35000,Petrol,Individual,Manual,Second Owner,638617
1990,Maruti,2010,148000,100000,Diesel,Individual,Manual,Second Owner,177600
1991,Tata,2014,200000,100000,Diesel,Individual,Manual,First Owner,240000
1992,Maruti,2016,284000,40000,Diesel,Individual,Manual,Second Owner,308108
1993,Maruti,2007,80000,60000,Petrol,Individual,Manual,Third Owner,96000
1994,Chevrolet,2014,170000,77000,Petrol,Individual,Manual,First Owner,282420
1995,Hyundai,2011,150000,60000,Petrol,Individual,Manual,First Owner,180000
1996,Tata,2010,110000,77073,Petrol,Individual,Manual,Second Owner,163924
1997,Ford,2016,400000,70000,Diesel,Individual,Manual,First Owner,685987
1998,Hyundai,2013,275000,90000,LPG,Individual,Manual,Second Owner,374700
1999,Toyota,2013,800000,186000,Diesel,Individual,Manual,Third Owner,1253119
2000,Mahindra,2014,550000,90000,Diesel,Individual,Manual,First Owner,671338
2001,Maruti,2007,125000,100000,Petrol,Individual,Manual,Second Owner,150000
2002,Chevrolet,2010,135000,80000,Petrol,Individual,Manual,Second Owner,162000
2003,Mahindra,2012,349000,150000,Diesel,Individual,Manual,First Owner,530542
2004,Maruti,2014,458000,80000,Diesel,Individual,Manual,First Owner,713612
2005,Maruti,2018,300000,35000,Petrol,Individual,Manual,First Owner,441785
2006,Maruti,2008,95000,70000,Petrol,Individual,Manual,First Owner,114000
2007,Maruti,2018,850000,50000,Diesel,Individual,Manual,First Owner,1216574
2008,Ford,2019,750000,25000,Diesel,Individual,Manual,First Owner,1052518
2009,Ford,2013,190000,120000,Diesel,Individual,Manual,First Owner,228000
2010,Maruti,2009,150000,70000,Petrol,Individual,Manual,First Owner,209095
2011,Hyundai,2009,114999,106000,Petrol,Individual,Manual,Third Owner,137998
2012,Toyota,2010,320000,120000,Petrol,Individual,Manual,Third Owner,384000
2013,Maruti,2019,300000,120000,CNG,Individual,Manual,First Owner,495135
2014,Maruti,2016,275000,160000,Petrol,Individual,Manual,First Owner,413949
2015,Chevrolet,2010,140000,120000,Petrol,Individual,Manual,Second Owner,168000
2016,Tata,2020,830000,10000,Petrol,Individual,Manual,First Owner,1200985
2017,Volkswagen,2013,380000,50000,Petrol,Individual,Manual,First Owner,595289
2018,Hyundai,2010,150000,90000,Petrol,Individual,Manual,Second Owner,180000
2019,Chevrolet,2008,50000,70000,Petrol,Individual,Manual,First Owner,60000
2020,Mahindra,2008,155000,100000,Diesel,Individual,Manual,First Owner,186000
2021,Mahindra,2008,155000,100000,Diesel,Individual,Manual,First Owner,201676
2022,Skoda,2010,300000,80000,Petrol,Individual,Manual,First Owner,436600
2023,Maruti,2018,300000,16584,Petrol,Dealer,Manual,First Owner,427511
2024,Tata,2016,385000,38000,Diesel,Dealer,Manual,First Owner,578223
2025,Maruti,2010,221000,51000,Petrol,Dealer,Manual,First Owner,221645
2026,Tata,2016,381000,38000,Diesel,Dealer,Manual,First Owner,462813
2027,Maruti,2015,250999,35000,Petrol,Dealer,Manual,First Owner,301198
2028,Hyundai,2002,60000,120000,Petrol,Individual,Manual,Third Owner,72000
2029,Tata,2016,380000,38000,Diesel,Dealer,Manual,First Owner,496822
2030,Skoda,2008,180000,144000,Diesel,Individual,Manual,Third Owner,216000
2031,Maruti,2017,751000,64000,Diesel,Dealer,Manual,First Owner,1050413
2032,Mahindra,2015,1250000,60000,Diesel,Dealer,Automatic,First Owner,2128604
2033,Hyundai,2014,229999,65000,Petrol,Dealer,Manual,First Owner,275998
2034,Tata,2019,1250000,24000,Diesel,Individual,Manual,First Owner,2042790
2035,Mahindra,2014,782000,58000,Diesel,Dealer,Manual,Second Owner,1318416
2036,Mahindra,2014,780000,58000,Diesel,Dealer,Manual,Second Owner,1249566
2037,Maruti,2016,245000,68000,Petrol,Dealer,Manual,First Owner,303101
2038,Hyundai,2011,321000,81257,Diesel,Dealer,Manual,First Owner,376467
2039,Hyundai,2017,509999,44000,Diesel,Dealer,Manual,First Owner,787175
2040,Tata,2015,110000,45000,Petrol,Dealer,Manual,First Owner,132000
2041,Volkswagen,2013,400000,75000,Diesel,Dealer,Manual,First Owner,577907
2042,Maruti,2013,370000,90000,Petrol,Individual,Manual,First Owner,370592
2043,Hyundai,2007,175000,80000,Diesel,Individual,Manual,Second Owner,232410
2044,Mercedes-Benz,1998,1000000,35000,Petrol,Individual,Automatic,Second Owner,1606416
2045,Maruti,2013,92800,25000,Petrol,Individual,Manual,Second Owner,111360
2046,Tata,2014,291000,90000,Diesel,Individual,Manual,First Owner,356515
2047,Maruti,2013,92800,25000,Petrol,Individual,Manual,Second Owner,111360
2048,Hyundai,2013,335000,110000,Diesel,Individual,Manual,Third Owner,345703
2049,Maruti,2013,170000,35000,Petrol,Individual,Manual,First Owner,204000
2050,Maruti,2019,295000,10000,Petrol,Individual,Manual,First Owner,499645
2051,Renault,2019,375000,10000,Petrol,Individual,Manual,First Owner,633988
2052,Hyundai,2012,215000,70000,Petrol,Individual,Manual,Second Owner,258000
2053,Ford,2009,150000,110000,Diesel,Individual,Manual,Second Owner,180000
2054,Maruti,2003,60000,5000,Petrol,Individual,Manual,Second Owner,72000
2055,Maruti,2006,52000,120000,Petrol,Individual,Manual,Third Owner,62400
2056,Maruti,2009,80000,90000,LPG,Individual,Manual,Second Owner,93106
2057,Maruti,2012,140000,70000,Petrol,Individual,Manual,Second Owner,168000
2058,Hyundai,2008,120000,90000,Petrol,Individual,Manual,Second Owner,188369
2059,Ford,2006,110000,120000,Diesel,Individual,Manual,Third Owner,132000
2060,Tata,2012,280000,110000,Diesel,Individual,Manual,Fourth & Above Owner,336000
2061,Toyota,2016,450000,50000,Diesel,Individual,Manual,Second Owner,559041
2062,Mahindra,2018,1150000,58000,Diesel,Individual,Manual,First Owner,1969547
2063,Maruti,2018,650000,15000,Diesel,Individual,Manual,First Owner,1088272
2064,Tata,2015,300000,60000,Petrol,Individual,Manual,Second Owner,349210
2065,Tata,2015,73000,57000,Petrol,Individual,Manual,First Owner,87600
2066,Maruti,2015,400000,87000,Diesel,Individual,Manual,Third Owner,486373
2067,Renault,2017,300000,70000,Petrol,Individual,Manual,First Owner,350801
2068,Maruti,2012,300000,30000,Petrol,Individual,Automatic,Second Owner,481147
2069,Maruti,2012,450000,80000,Diesel,Individual,Manual,First Owner,683920
2070,Hyundai,2009,200000,100000,Petrol,Individual,Manual,Second Owner,248708
2071,Maruti,2019,580000,40000,Petrol,Individual,Manual,First Owner,785486
2072,Hyundai,2017,550000,3917,Petrol,Individual,Manual,First Owner,945873
2073,Mahindra,2007,190000,160000,Diesel,Individual,Manual,Second Owner,228000
2074,Tata,2017,450000,35000,Diesel,Individual,Manual,First Owner,667851
2075,Chevrolet,2014,220000,70000,Petrol,Individual,Manual,First Owner,260722
2076,Maruti,2012,310000,69069,Petrol,Dealer,Manual,First Owner,438337
2077,Hyundai,2019,650000,13500,Petrol,Individual,Manual,First Owner,1124157
2078,Maruti,2014,300000,59059,Petrol,Dealer,Manual,First Owner,307018
2079,Hyundai,2013,200000,70000,Petrol,Individual,Manual,First Owner,266606
2080,Honda,2012,285000,39039,Petrol,Dealer,Manual,First Owner,288629
2081,Honda,2014,335000,33033,Petrol,Dealer,Manual,First Owner,449109
2082,Hyundai,2011,370000,55168,Petrol,Individual,Manual,Second Owner,384652
2083,Hyundai,2013,375000,41041,Petrol,Dealer,Manual,First Owner,631750
2084,Hyundai,2009,235000,67067,Petrol,Dealer,Manual,First Owner,282000
2085,Hyundai,2013,345000,66066,Petrol,Dealer,Automatic,First Owner,532795
2086,Mahindra,2013,365000,82082,Diesel,Dealer,Manual,First Owner,438000
2087,Hyundai,2014,400000,48000,Petrol,Individual,Manual,First Owner,433084
2088,Hyundai,2015,250000,30000,Petrol,Individual,Manual,First Owner,402791
2089,Hyundai,2012,465000,70070,Diesel,Dealer,Automatic,First Owner,663351
2090,Renault,2017,300000,10000,Petrol,Individual,Manual,First Owner,393269
2091,Maruti,2018,655000,25000,Petrol,Individual,Manual,First Owner,966689
2092,Maruti,2016,350000,30000,CNG,Individual,Manual,Second Owner,601892
2093,Hyundai,2015,500000,50000,Petrol,Dealer,Automatic,First Owner,758395
2094,Hyundai,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,555200
2095,Maruti,2008,263000,70000,Diesel,Individual,Manual,First Owner,380936
2096,Maruti,2012,250000,90000,Petrol,Individual,Manual,First Owner,300000
2097,Hyundai,1999,60000,90000,Petrol,Individual,Manual,Fourth & Above Owner,72000
2098,Hyundai,2005,70000,90000,Petrol,Individual,Manual,Third Owner,84000
2099,Chevrolet,2016,250000,30000,Petrol,Individual,Manual,First Owner,300000
2100,Hyundai,2016,229999,80000,Petrol,Individual,Manual,First Owner,275998
2101,Chevrolet,2011,195000,120000,Diesel,Individual,Manual,First Owner,237883
2102,Datsun,2016,270000,22000,Petrol,Individual,Manual,First Owner,454905
2103,Honda,2017,650000,140000,Diesel,Individual,Manual,First Owner,925330
2104,Hyundai,2014,370000,80000,Diesel,Individual,Manual,Second Owner,640415
2105,Maruti,2016,509999,40000,Diesel,Individual,Manual,First Owner,851701
2106,Maruti,2011,280000,33000,Petrol,Individual,Manual,First Owner,456257
2107,Maruti,2010,180000,40000,Petrol,Individual,Manual,First Owner,216000
2108,Renault,2018,300000,10500,Petrol,Individual,Manual,First Owner,421438
2109,Mahindra,2013,400000,107000,Diesel,Individual,Manual,First Owner,407072
2110,Hyundai,2010,210000,60000,Petrol,Individual,Manual,Second Owner,274299
2111,Hyundai,2006,90000,120000,Petrol,Individual,Manual,Second Owner,108000
2112,Maruti,2010,222000,70000,Petrol,Individual,Manual,First Owner,294182
2113,Maruti,2015,240000,50000,Petrol,Individual,Manual,Second Owner,400844
2114,Toyota,2013,450000,70000,Diesel,Individual,Manual,Second Owner,537681
2115,Ford,2017,650000,6000,Petrol,Individual,Manual,First Owner,1005316
2116,Hyundai,2010,200000,78000,Diesel,Dealer,Manual,Second Owner,240000
2117,Hyundai,2011,210000,72000,Diesel,Dealer,Manual,Third Owner,282348
2118,Tata,2011,75000,9528,Petrol,Dealer,Manual,First Owner,90000
2119,Toyota,2011,450000,135200,Diesel,Dealer,Manual,First Owner,561422
2120,Hyundai,2011,220000,58000,Petrol,Dealer,Manual,Second Owner,337087
2121,Hyundai,2013,325000,78000,Diesel,Dealer,Manual,Second Owner,334700
2122,Tata,2018,450000,45000,Petrol,Individual,Manual,First Owner,592515
2123,Ford,2017,825000,35000,Diesel,Individual,Manual,First Owner,1167735
2124,Hyundai,2007,125000,76000,Petrol,Dealer,Manual,Third Owner,195243
2125,Mahindra,2015,434999,100000,Diesel,Individual,Manual,Third Owner,517797
2126,Mahindra,2011,484999,99000,Diesel,Individual,Manual,Second Owner,777043
2127,Maruti,2009,175000,80000,Diesel,Individual,Manual,Third Owner,295308
2128,Honda,2006,220000,120000,Petrol,Individual,Manual,Third Owner,263464
2129,Honda,2020,1250000,1100,Petrol,Dealer,Manual,First Owner,2004914
2130,Maruti,2017,215000,34000,Petrol,Dealer,Manual,First Owner,258000
2131,Mahindra,2014,625000,68000,Diesel,Dealer,Manual,First Owner,944645
2132,Ford,2018,615000,15000,Diesel,Individual,Manual,First Owner,1015607
2133,Chevrolet,2012,130000,58000,Diesel,Dealer,Manual,First Owner,156000
2134,Tata,2013,175000,50300,Diesel,Individual,Manual,First Owner,210000
2135,Tata,2011,150000,70000,Diesel,Individual,Manual,Second Owner,204512
2136,Tata,2011,195000,60000,Diesel,Individual,Manual,Third Owner,231281
2137,Maruti,2020,550000,90000,Diesel,Individual,Manual,First Owner,850032
2138,Isuzu,2018,1500000,40000,Diesel,Individual,Manual,First Owner,2342703
2139,Skoda,2010,400000,80000,Petrol,Individual,Manual,Second Owner,486508
2140,Nissan,2019,1350000,15000,Diesel,Individual,Manual,First Owner,2337546
2141,Maruti,2015,217000,45000,Petrol,Individual,Manual,First Owner,260400
2142,Maruti,2011,290000,130000,Diesel,Individual,Manual,Second Owner,382886
2143,Mahindra,2018,700000,80000,Diesel,Individual,Manual,First Owner,1061216
2144,Maruti,2014,175000,40000,Petrol,Individual,Manual,First Owner,210000
2145,Volkswagen,2017,575000,80000,Diesel,Individual,Manual,First Owner,842051
2146,Maruti,2016,380000,100000,Diesel,Individual,Manual,Second Owner,410101
2147,Mahindra,2013,350000,151624,Diesel,Individual,Manual,Second Owner,525567
2148,Renault,2012,450000,160000,Diesel,Individual,Manual,First Owner,749848
2149,Hyundai,2005,130000,110000,CNG,Individual,Manual,Second Owner,156000
2150,Maruti,2015,320000,74820,Diesel,Individual,Manual,First Owner,556565
2151,Mahindra,2014,550000,82000,Diesel,Individual,Manual,First Owner,664236
2152,Maruti,2015,370000,50000,Petrol,Individual,Manual,Second Owner,489335
2153,Chevrolet,2010,114999,70000,Petrol,Individual,Manual,Second Owner,164619
2154,Ford,2020,1100000,1000,Petrol,Individual,Manual,First Owner,1866598
2155,Hyundai,2006,170000,170000,Diesel,Individual,Manual,First Owner,204000
2156,Tata,2008,80000,150000,Diesel,Individual,Manual,Third Owner,96000
2157,Ford,2019,950000,17000,Diesel,Individual,Manual,First Owner,1364977
2158,Maruti,2014,425000,150000,Diesel,Individual,Manual,First Owner,510104
2159,Hyundai,2015,500000,80000,Diesel,Individual,Manual,First Owner,740389
2160,Hyundai,2005,70000,170000,Petrol,Individual,Manual,Third Owner,84000
2161,Honda,2013,349000,120000,Diesel,Individual,Manual,First Owner,484217
2162,Hyundai,2012,330000,90000,Petrol,Individual,Manual,Third Owner,396000
2163,Hyundai,2010,120000,90000,Petrol,Individual,Manual,Third Owner,144000
2164,Hyundai,2013,430000,100000,Diesel,Individual,Manual,Second Owner,715309
2165,Maruti,2014,390000,90000,Diesel,Individual,Manual,First Owner,468000
2166,Nissan,2012,225000,129000,Diesel,Individual,Manual,First Owner,270000
2167,Mahindra,2010,350000,186000,Diesel,Individual,Automatic,Second Owner,420000
2168,Tata,2009,100000,66778,Diesel,Individual,Manual,First Owner,120000
2169,Hyundai,2014,190000,50000,Petrol,Individual,Manual,First Owner,228000
2170,Hyundai,2014,315000,110000,Diesel,Individual,Manual,Second Owner,415043
2171,Hyundai,2015,300000,60000,Diesel,Individual,Manual,Second Owner,521215
2172,Renault,2016,280000,40000,Petrol,Individual,Manual,First Owner,424148
2173,Hyundai,2017,1650000,55000,Diesel,Dealer,Manual,First Owner,2717546
2174,Hyundai,2015,295000,21000,Petrol,Dealer,Manual,Second Owner,354000
2175,Jaguar,2012,2050000,66363,Petrol,Dealer,Automatic,Second Owner,3368510
2176,Hyundai,2018,1475000,11700,Petrol,Dealer,Automatic,First Owner,2561386
2177,Hyundai,2017,1100000,10000,Petrol,Individual,Automatic,First Owner,1667563
2178,Mercedes-Benz,2014,4400000,100000,Diesel,Individual,Automatic,Second Owner,7451407
2179,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,1079155
2180,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,1038970
2181,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,1081419
2182,Volkswagen,2017,850000,20000,Petrol,Dealer,Automatic,Second Owner,1462018
2183,Renault,2015,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner,402900
2184,Maruti,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,514787
2185,Honda,2014,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner,617711
2186,Maruti,2016,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner,1167108
2187,Hyundai,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,1827916
2188,Honda,2015,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner,1322203
2189,Hyundai,2019,720000,3000,Petrol,Individual,Automatic,First Owner,1040977
2190,Toyota,2018,1725000,23974,Diesel,Dealer,Automatic,Second Owner,2846324
2191,Tata,2018,539000,10000,Petrol,Individual,Manual,First Owner,909970
2192,Maruti,2017,420000,50000,Petrol,Individual,Manual,First Owner,484505
2193,Maruti,2001,85000,70000,Petrol,Individual,Manual,Third Owner,102000
2194,OpelCorsa,2004,142000,73000,Petrol,Individual,Manual,Fourth & Above Owner,170400
2195,Hyundai,2014,180000,76000,Petrol,Individual,Manual,Second Owner,197308
2196,Chevrolet,2014,400000,120000,Diesel,Individual,Manual,Second Owner,536376
2197,Mahindra,2009,360000,170000,Diesel,Individual,Automatic,Third Owner,424636
2198,Hyundai,2003,85000,110000,Petrol,Individual,Manual,Second Owner,102000
2199,Honda,2016,350000,63400,Petrol,Individual,Manual,First Owner,410182
2200,Datsun,2015,380000,25000,Petrol,Individual,Manual,First Owner,470666
2201,Hyundai,2009,140000,80000,Petrol,Individual,Manual,Third Owner,227516
2202,Maruti,2012,200000,90000,Petrol,Individual,Manual,First Owner,240000
2203,Hyundai,2011,150000,157000,Petrol,Individual,Manual,First Owner,241515
2204,Tata,2012,150000,80000,Diesel,Individual,Manual,Second Owner,180000
2205,Maruti,2006,90000,40000,Petrol,Individual,Manual,Second Owner,122185
2206,Mahindra,2007,300000,100000,Diesel,Individual,Manual,Second Owner,351494
2207,Renault,2017,280000,50000,Petrol,Individual,Manual,First Owner,336000
2208,Maruti,2011,200000,40000,Petrol,Individual,Manual,First Owner,240000
2209,Chevrolet,2009,110000,38500,Petrol,Individual,Manual,Second Owner,132000
2210,Hyundai,2008,140000,103921,Petrol,Individual,Manual,Second Owner,168000
2211,Hyundai,2020,1050000,10000,Diesel,Individual,Manual,First Owner,1800573
2212,Honda,2018,1150000,14825,Petrol,Dealer,Manual,First Owner,1727034
2213,Honda,2016,910000,43377,Diesel,Dealer,Manual,First Owner,1505298
2214,Ford,2010,160000,102307,Diesel,Dealer,Manual,First Owner,192000
2215,Maruti,2004,105000,79000,Petrol,Individual,Manual,Second Owner,141327
2216,Skoda,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner,1961040
2217,Renault,2018,300000,10500,Petrol,Individual,Manual,First Owner,399506
2218,Maruti,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,84000
2219,Chevrolet,2012,160000,110000,Diesel,Individual,Manual,First Owner,184722
2220,Chevrolet,2012,160000,50000,Diesel,Individual,Manual,First Owner,224736
2221,Chevrolet,2013,225000,80000,Diesel,Individual,Manual,First Owner,318210
2222,Honda,2018,790000,19571,Diesel,Dealer,Manual,First Owner,1191719
2223,Honda,2002,145000,100000,Petrol,Individual,Manual,First Owner,207051
2224,Honda,2018,1200000,29600,Petrol,Dealer,Manual,First Owner,1983375
2225,Ford,2018,930000,20000,Diesel,Individual,Manual,First Owner,1391470
2226,Hyundai,2016,210000,30000,Petrol,Individual,Manual,First Owner,266733
2227,Hyundai,2008,110000,154000,Diesel,Individual,Manual,Third Owner,170086
2228,Maruti,2011,175000,70000,Petrol,Individual,Manual,First Owner,210000
2229,Maruti,2018,950000,15000,Diesel,Individual,Automatic,First Owner,1452976
2230,Renault,2017,650000,40000,Diesel,Individual,Manual,First Owner,915386
2231,Maruti,2019,550000,51000,Petrol,Individual,Manual,First Owner,744726
2232,Maruti,2008,85000,120000,Petrol,Individual,Manual,Second Owner,102000
2233,Maruti,2019,340000,50000,Petrol,Individual,Manual,First Owner,359294
2234,Renault,2017,825000,13500,Diesel,Individual,Manual,First Owner,1390704
2235,Toyota,2016,509999,35000,Petrol,Individual,Manual,First Owner,716176
2236,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,675217
2237,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,6461577
2238,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,2556586
2239,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,8618715
2240,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,919095
2241,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,270000
2242,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,801403
2243,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,1158116
2244,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,988443
2245,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,672268
2246,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner,286800
2247,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,4393790
2248,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,1086175
2249,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner,296109
2250,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,2143080
2251,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner,96000
2252,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner,418521
2253,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,1046543
2254,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,909073
2255,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,545400
2256,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,6462125
2257,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,2706987
2258,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,8586044
2259,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,671346
2260,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,348055
2261,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,938322
2262,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,1169538
2263,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,857931
2264,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,826278
2265,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner,286800
2266,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,4462409
2267,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,1172424
2268,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner,275998
2269,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,2007597
2270,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner,96000
2271,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner,466737
2272,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,1283724
2273,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,758632
2274,Maruti,2017,650000,70000,Diesel,Individual,Manual,First Owner,973837
2275,Chevrolet,2011,140000,60000,Petrol,Individual,Manual,Second Owner,168000
2276,Maruti,2011,150000,70000,Petrol,Individual,Manual,First Owner,248371
2277,Datsun,2018,450000,10000,Petrol,Individual,Manual,Second Owner,747555
2278,Hyundai,2006,170000,245244,Diesel,Individual,Manual,Fourth & Above Owner,204000
2279,Renault,2017,400000,60000,Petrol,Individual,Manual,First Owner,565419
2280,Tata,2016,300000,30000,Petrol,Individual,Manual,First Owner,431054
2281,Maruti,2012,250000,8000,Petrol,Individual,Manual,First Owner,293134
2282,Tata,2019,500000,10000,Petrol,Individual,Manual,First Owner,872537
2283,Hyundai,2002,85000,100000,Diesel,Individual,Manual,Third Owner,102000
2284,Nissan,2012,300000,110000,Diesel,Individual,Manual,First Owner,463390
2285,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner,96000
2286,Mahindra,2015,740000,45000,Diesel,Dealer,Automatic,First Owner,1281386
2287,Hyundai,2005,70000,68500,Petrol,Dealer,Manual,First Owner,108358
2288,Hyundai,2019,484999,5007,Petrol,Dealer,Automatic,First Owner,657497
2289,Nissan,2013,164000,30000,Petrol,Individual,Manual,First Owner,263832
2290,Honda,2008,140000,70000,Petrol,Individual,Automatic,First Owner,168000
2291,Mercedes-Benz,2011,999000,49600,Diesel,Dealer,Automatic,First Owner,1480610
2292,Maruti,2005,56000,23000,Petrol,Individual,Manual,Second Owner,67200
2293,BMW,2006,1050000,30000,Diesel,Dealer,Automatic,First Owner,1660880
2294,Hyundai,2010,190000,38000,Petrol,Dealer,Manual,First Owner,228000
2295,Audi,2018,3899000,22000,Diesel,Dealer,Automatic,First Owner,6752270
2296,Hyundai,2011,235000,43100,Petrol,Dealer,Manual,First Owner,399769
2297,Datsun,2017,350000,10171,Petrol,Dealer,Manual,First Owner,426325
2298,Renault,2015,465000,41123,Diesel,Dealer,Manual,First Owner,652627
2299,Toyota,2017,1900000,20118,Petrol,Dealer,Automatic,First Owner,3229960
2300,Honda,2014,450000,40000,Diesel,Dealer,Manual,First Owner,700496
2301,Volkswagen,2015,790000,52517,Diesel,Dealer,Manual,First Owner,1294035
2302,Mahindra,2019,900000,20000,Diesel,Individual,Manual,First Owner,1348463
2303,Ford,2014,450000,99117,Diesel,Dealer,Manual,First Owner,522984
2304,Chevrolet,2009,135000,90000,Petrol,Individual,Manual,First Owner,207360
2305,Maruti,2019,425000,3700,Petrol,Individual,Manual,First Owner,466835
2306,Tata,2010,100000,80000,Diesel,Individual,Manual,First Owner,120000
2307,Ford,2015,650000,100000,Diesel,Individual,Manual,Second Owner,1020146
2308,Tata,2011,90000,54000,Diesel,Individual,Manual,First Owner,108000
2309,Hyundai,2017,250000,19000,Petrol,Individual,Manual,First Owner,294974
2310,Maruti,2014,300000,120000,Diesel,Individual,Manual,First Owner,476280
2311,Maruti,2014,275000,30000,Petrol,Individual,Manual,First Owner,330000
2312,Honda,2017,600000,43500,Petrol,Individual,Manual,First Owner,946159
2313,Renault,2016,270000,60000,Petrol,Individual,Manual,Second Owner,396889
2314,Renault,2016,240000,70000,Petrol,Individual,Manual,Second Owner,288000
2315,Skoda,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner,1874842
2316,Chevrolet,2012,160000,50000,Diesel,Individual,Manual,First Owner,192940
2317,Honda,2018,790000,19571,Diesel,Dealer,Manual,First Owner,1141906
2318,Honda,2018,1200000,29600,Petrol,Dealer,Manual,First Owner,1912488
2319,Maruti,2011,175000,70000,Petrol,Individual,Manual,First Owner,230687
2320,Maruti,2018,950000,15000,Diesel,Individual,Automatic,First Owner,1528869
2321,Maruti,2019,340000,50000,Petrol,Individual,Manual,First Owner,384027
2322,Renault,2017,825000,13500,Diesel,Individual,Manual,First Owner,1331591
2323,Audi,2018,3100000,22000,Petrol,Individual,Automatic,First Owner,5247849
2324,Honda,2018,780000,25000,Diesel,Dealer,Manual,First Owner,1150089
2325,Toyota,2010,350000,80000,Petrol,Individual,Automatic,Third Owner,550956
2326,Honda,2018,690000,39000,Petrol,Dealer,Manual,First Owner,1093588
2327,Maruti,2016,245000,60000,Petrol,Individual,Manual,First Owner,370916
2328,Honda,2018,790000,49000,Diesel,Dealer,Manual,First Owner,1293932
2329,Honda,2018,680000,48600,Petrol,Dealer,Manual,First Owner,1112408
2330,Hyundai,2017,540000,20000,Petrol,Individual,Manual,Second Owner,918058
2331,Mahindra,2016,425000,25000,Petrol,Individual,Manual,First Owner,471402
2332,Maruti,2008,140000,120000,Petrol,Individual,Manual,First Owner,168000
2333,Maruti,2019,1100000,30000,Diesel,Individual,Manual,First Owner,1892529
2334,Renault,2015,715000,35000,Diesel,Individual,Manual,First Owner,1056224
2335,Maruti,2013,370000,90000,Petrol,Individual,Manual,First Owner,491597
2336,Hyundai,2007,175000,80000,Diesel,Individual,Manual,Second Owner,210000
